image_name,squared l2 distance
00136,1.4863826351126104
00417,0.870162865719579
00718,1.9876697243831658
00720,1.0573202563915831
00746,0.8559200984418094
00802,1.9487803692061405
00833,1.8551416544316837
00836,0.5524786161137054
00875,1.30978246066201
01007,1.1969223161066744
01204,0.9944964574692776
01282,0.9278421162406073
01283,2.519910762115842
01604,1.0375547696398666
01705,0.8463090560280034
01892,1.9483340336416122
02322,1.6564015198860524
02432,1.3794308024487558
02469,0.6585058722541176
02555,1.3352487361331071
02598,1.555250840819474
03010,1.2996904076193003
03038,1.2032956875520504
03235,1.599137244343284
03319,1.4509288164560057
03633,1.4825820019359435
03786,1.607776277167638
04069,0.4421990580141753
04107,1.3510701318161424
04219,1.2032920961639997
04535,1.7255242960830688
04577,1.2123516917324693
04807,1.413518648321102
04919,1.0116709439109812
04975,1.0087793229291488
05145,1.1811352914227142
05622,1.71465216005645
05639,0.7119483222720995
05676,0.7425171442495557
05949,1.438082218633871
06000,0.9106388513683634
06025,1.1744793014243147
06104,1.0438039019209275
06157,2.5298266968192116
06204,2.2658627620953036
06471,1.3740019743785021
06784,2.6002204795038715
06869,1.3808812523460314
07800,0.7902242963379549
07838,1.7259766776589074
07935,1.6281360809035286
08321,1.0108454010724834
08552,1.047173251920476
09037,1.6904947044937177
09132,0.974861648160579
09577,0.6446865083823892
09620,2.091170796826895
09717,1.481335077359935
09769,1.0206512614216972
10243,0.9544806092355158
10409,0.6845522013166983
10430,0.9285991840939936
10656,0.3846463568573013
10765,1.2315371764007166
10823,0.5963197807343517
10856,0.945794022516707
11093,1.4859854708322424
11218,2.342796085663754
11272,1.382390256373447
11412,1.154336578481351
11485,1.944649728586654
11525,0.7447088011031209
11710,1.4410946727723202
11952,1.3885086158101339
12329,1.8138864871360405
12469,0.7585928755185491
12631,1.1511378532386582
12677,1.9817999009579168
12839,1.1189694361238505
12999,1.7393695166326233
13410,1.6152664122341605
13480,2.2883185535986987
13636,2.0576277529354616
13743,2.173445911351839
14237,1.359630188543488
14818,2.0122712212376417
14822,1.7311806178349096
14839,0.5907279744159177
15039,1.8731067179251906
15040,2.668286721985739
15191,0.9641618408033756
15197,1.2708026059272317
15223,1.9723603807183836
15278,0.5954983201301117
15361,1.4306915738737103
15469,0.970691390184856
16279,1.589808061825767
16316,1.4505349506044216
16478,0.8852188217117056
16788,1.043067234577076
16974,1.8860704547389284
17027,1.9665897292779522
17057,1.0103537556370221
17278,2.0224188078264165
17668,1.3850106669575015
17695,1.3723290512438089
17777,1.9772492755979592
18019,1.7021285426830994
18078,1.7830301275288352
18099,1.0847075099057206
18325,1.6360869674560043
18419,0.9786270333819175
18893,0.7470701755198883
18917,1.6579178553880396
19010,0.8770363493264037
19049,2.1624643484174695
19110,1.6735766855250296
19139,0.9071122889870515
19236,0.6708531629440249
19671,1.54537535715043
19689,1.6822396437950204
19745,1.9499964988195388
19944,1.2523600298486852
19969,0.9572282281740624
20404,0.7844096380583518
20429,0.6188134845064222
20676,0.8901035675001026
20694,0.9583050315112245
20861,2.078203839167009
20948,1.4968041475380474
21451,0.7159484222690327
21502,1.7664900657463223
21540,1.1407075928114763
21729,1.1832838488018351
22001,1.5501887691025837
22082,1.857317664042634
22135,0.6829546190916899
22197,0.8909950617026237
22198,1.956179883656851
22264,1.0465755202496005
22287,0.7120339697157765
22447,1.5815635336322322
22662,0.605475095487789
22677,1.5250952471309793
22785,1.3224369444712303
22807,0.9019107539594997
22808,1.2558442573033952
23107,1.049878335449626
23222,1.2027574982950677
23722,0.9082583889785496
23841,1.3169957358891948
23909,0.8477865438772983
24021,0.9070174985218913
24347,2.8845929834468773
24576,1.2318452763500334
24666,1.6980798755772628
24888,0.34865677482407403
25015,1.4115093705194712
25030,0.9377329641057457
25524,1.120871326779818
25545,1.3369063955958727
25555,0.8582417326542411
25596,1.1508937672608912
25611,1.5319235168701204
26065,1.0425959981120558
26176,1.1922662911856727
26554,1.4860411645271756
26639,1.953248382976108
27003,0.9145996637705962
27136,1.461973454325635
27205,0.597592592008003
27376,1.5430329754171823
27431,1.9902678442666655
27790,0.5764925570706786
27933,0.8608008951186548
28059,2.3605264978090212
28167,1.1885941700578142
28322,1.0210547245655004
28696,1.007824423956035
28964,0.4637125761489914
29159,0.9453752539790737
29291,1.2207091924172049
29350,0.8267819057491397
29554,1.8454028546623777
30036,0.6789623023902367
30198,1.0253181891334886
30285,1.3110408954033632
30353,0.48262090175587713
30523,1.6014664296325862
30899,1.62395623857496
31280,1.429104532176259
31411,0.656243532018971
31450,1.262446122536968
32047,1.47906139357811
32096,1.4001432814390542
32140,1.6339335871651222
32230,1.2424298367889004
32414,1.7905702636120489
32509,2.4971599626550427
32727,0.8320326496378
32976,0.8402636213992529
33089,1.4103749175535918
33395,1.8728821462136143
33665,0.6481530708755976
33860,1.5656242335334238
33873,1.1361436233023547
33947,1.8349176212592349
34038,1.8498007258367937
34099,1.9583092846159915
34202,1.9518371984171283
34240,1.5118565225922755
34256,1.1855042016937276
34452,1.244710149044358
34518,1.9016963770276356
34579,1.8319283038481742
34831,1.0227974817928414
35042,1.1795627301693554
35483,0.8499586041980391
35692,0.8048251077968963
36124,0.688690951406781
36227,1.4984706309386797
36291,2.354080647609342
36776,1.3103888753609834
38056,1.2990196590347665
38410,0.9586665882145636
38508,1.0439535044720616
38530,1.4326085117431933
38808,1.3578978450834316
39020,1.3618066305298204
39096,1.4661701283075286
39099,0.9376846507136278
39495,0.8835159084208315
39510,1.1641594059193665
39940,2.032149020571444
40007,2.1573656229715485
40294,1.2158424128632181
40387,1.826867101797455
40516,1.8055760745763019
40536,0.6650402738418725
40553,1.2246452145627393
40898,1.1798898140725258
41017,2.2694933303411995
41069,0.8645714696681913
41210,1.7161904672950865
41231,0.8787505872992053
41954,0.6791718275459215
42050,2.073943977678309
42076,0.46729574385771805
42437,2.2110246131312623
42510,0.9254529516643343
42567,1.02538502799988
43195,1.2112430119213833
43217,1.0462711203389556
43330,1.419728541699277
43516,1.302013177996592
43521,1.011848505863469
43696,1.9582568000452485
43991,0.7084106390581589
44076,1.8145025806474084
44224,1.4433153617860075
44446,1.639946406382375
44713,0.4096398291960496
44954,0.7811264932032568
45152,0.550928679743613
45166,1.3702686520078844
45181,1.0118014317449244
45279,2.0631939387172746
45310,2.4847878443644484
45343,1.1883291499065267
45377,1.0224259479798556
46028,2.0179056129289497
46149,0.8297247188746535
46190,0.9816878945601561
46437,1.6651704458618484
46476,1.8110418993887087
46712,1.9636585759781293
46743,1.8393231796703813
46893,0.8984840234225582
46904,0.616007482899831
47284,2.0954820617092786
47316,1.6731633301972053
47349,2.1142298675290383
47494,0.9205138870002285
47563,1.7351336535927206
47589,1.0610552997918146
47594,0.912569021528264
47616,1.3390236815174594
47648,1.6600907635413793
47871,2.096618130056159
48082,1.7290698051960463
48242,1.6339290425616406
48631,1.7045001149907495
48689,1.7426094895256794
48751,0.7014793094115163
48768,1.1632292668791353
48785,1.9134406275239622
48981,1.138514244050946
49055,0.979059970455584
49854,1.6382057574173454
49874,0.8694579344681336
50231,1.5935403335945915
50326,1.2450425676529837
50373,1.8638995997852414
50621,0.7113517706930198
50803,0.5129526216309968
51094,1.6232721730306545
51534,0.7895890350531942
51790,0.951753513439648
52390,1.745731255627985
52441,0.6012868043252144
52454,2.353898733007353
53018,1.347866947004329
53416,2.242644700644777
53583,1.661923578769089
53677,1.5206866009513804
53801,0.9771990900752017
53846,2.102050537085175
54119,1.3148987446731575
54446,0.8865201095042032
54670,1.4803288906771064
54671,2.196244131034345
54842,0.9057215670189851
54866,0.8242409385841178
55301,1.117483240226261
55506,1.5990550616480759
55556,1.0737999627021
55607,1.553234684569138
55802,1.9810566848678008
55874,1.5991512887075183
55948,0.9887790218257996
56063,0.8241106585357489
56258,0.9946910313408577
56833,1.7191867998602242
56889,1.5352600498680473
56941,1.7300593406256737
57260,2.156199384961269
57418,0.9988251257794614
57442,1.0480834505630963
57599,1.4823159536488362
58033,1.031136701129377
58489,1.1187817622157707
58636,0.6992783603515444
58766,1.3992572921380466
58805,1.354284217308538
58970,1.6098007499176594
59077,1.8150697040351798
59181,1.898970463349544
59271,1.9284472177132042
59312,1.311716377956436
59489,1.0451925971601508
59589,1.029874257515747
59658,0.5698397605803405
59758,1.1960267219253504
60015,1.341500246302826
60512,1.7722259665824016
61464,1.296012874504529
61975,1.5572417198475552
62672,0.8465079451962448
62919,1.4338491506544184
63504,1.3160094696134501
63535,0.7894789022690201
63820,1.1108162649079754
63996,1.3579836734886608
64239,1.4236096772584124
64496,2.0254980371329863
64594,1.6331462432400268
64778,1.917307440730666
64920,1.258556510614432
65038,1.502285261728264
65306,1.719957717187598
65531,1.6299044572555457
66269,2.0176730767128292
66570,0.40475975079870685
66584,0.6962556444493311
66627,2.228639132415365
66653,0.8557446415725058
66675,0.8252033253254023
66855,2.5413031742589034
66915,0.9063254021989854
66991,1.4471224748105977
67056,0.5191531814592198
67283,2.2641123545359547
67319,1.7635477642610566
67565,1.5079925169419826
67853,1.5700024745905963
68103,1.948010219418837
68422,1.1622772508023713
68441,0.9358491696894333
68648,1.7358867395546556
68672,1.0728923707319349
68787,0.9872293453996612
68919,1.407434085302241
69208,1.212638040337089
69277,1.6093690118983142
69444,1.7766274076629944
69604,1.6451017404953259
69639,0.6446374525946263
69655,1.7567296301982003
69662,0.7466170991668366
69994,0.33488774554914547
