image_name,squared l2 distance
00136,1.0553873490712378
00417,0.8824381480923403
00718,1.6774404653453678
00720,1.2973997748362824
00746,1.190558226134007
00802,0.8070398795886857
00833,1.6576377867953491
00836,0.8482254984289606
00875,0.8799565714174205
01007,0.9061814003860591
01204,1.208812209546283
01282,0.7197630856708045
01283,1.1267764209178812
01604,1.1940568755798813
01705,1.8990004065561625
01892,1.85698717952615
02322,2.056590377143131
02432,1.4090757040781559
02469,2.178163584548609
02555,0.9317374349054743
02598,1.2913950295629733
03010,0.7012154160407504
03038,1.1675400969340626
03235,1.993455529460419
03319,1.75374555408608
03633,0.8541487827550649
03786,1.882898240911756
04069,0.1686117775755694
04107,1.4681326473747225
04219,1.0340209342206357
04535,2.3096616523684306
04577,1.6025215845834726
04807,1.4036430664091406
04919,1.000379310466902
04975,1.107286655113887
05145,1.2069824430632135
05622,1.960197280789205
05639,1.1217660764650035
05676,0.7605507044067172
05949,1.5944512630168985
06000,1.0269532564081922
06025,1.7030317327254934
06104,1.1511403121352495
06157,2.3478724700371174
06204,1.5755368322297567
06471,0.7392182703029684
06784,2.5755953559374434
06869,1.1891318405756066
07800,0.9743217603571622
07838,0.9117750611674248
07935,1.5789195527225532
08321,0.7750866507592662
08552,1.267072582932542
09037,1.7391549436608202
09132,0.7581499327669772
09577,0.7655359746936479
09620,1.850943831030731
09717,0.8807947586465232
09769,0.723564976122794
10243,1.0193980013591064
10409,0.794757064565577
10430,1.0114391969040026
10656,1.232129689729164
10765,1.1814624734991703
10823,2.102899868840966
10856,1.044324948508725
11093,1.3972563665396316
11218,1.9934445445647266
11272,2.349347500121002
11412,1.0291575909890156
11485,0.9571462167500415
11525,2.3818518932437294
11710,1.7788996042960459
11952,1.3450272220638544
12329,1.5063449022456783
12469,1.1962814720451842
12631,1.0454829351465205
12677,1.9726850426542688
12839,1.6532954266914204
12999,1.5850933032754462
13410,1.5994548966208404
13480,2.178609741966103
13636,1.4438724550459319
13743,0.6284147677906664
14237,1.3803242804565237
14818,2.201091153186694
14822,0.8385703724203964
14839,0.5499094672813254
15039,2.082797728702463
15040,2.1765622308201613
15191,0.8554997805926706
15197,1.0806959930366713
15223,1.8534250940272008
15278,1.284644255803812
15361,1.3046477243804615
15469,1.2224536167959137
16279,0.46864406317292184
16316,1.502931812503951
16478,0.9679513533782679
16788,1.6785519987599284
16974,2.252071252015783
17027,1.721531117215026
17057,0.7267668658861313
17278,1.3234019351959123
17668,2.3179674544555287
17695,2.070569340148911
17777,0.8898650110473436
18019,2.093369879299831
18078,2.0962971905102643
18099,0.9397215515439563
18325,2.280432150734657
18419,0.7336102360246144
18893,0.8580570436914261
18917,1.234976894362196
19010,1.0421714466062189
19049,1.77730293866409
19110,1.2299783868934682
19139,0.7297375944593015
19236,1.0193198149351608
19671,2.0575804773066606
19689,1.5397417563057814
19745,1.9002627299326398
19944,0.2072665312069098
19969,1.5133830523222211
20404,1.480508229296813
20429,1.2324973888620225
20676,0.6209266003425389
20694,0.6654875882867252
20861,0.7838304671154672
20948,1.6399083051917216
21451,0.7672224658157929
21502,2.2110100569754616
21540,1.4749132472332813
21729,2.093609109751883
22001,1.8356746459009274
22082,1.7842834791384332
22135,1.3476478736800541
22197,1.2330150043064712
22198,1.759441444871872
22264,0.7592991726346722
22287,1.0519080943794268
22447,1.4472827312126635
22662,0.7624151600099294
22677,0.676504549871094
22785,0.706705678118927
22807,0.22274442897185606
22808,1.41701290098993
23107,1.4359024949590031
23222,0.45741243517094893
23722,0.8533620816148086
23841,1.6169092214320546
23909,2.1635211998914476
24021,0.8662359218147722
24347,2.0823042728122823
24576,1.0176026445466355
24666,1.4630266811116923
24888,0.3757830233308506
25015,1.2617267890895654
25030,1.4599758776392053
25524,0.8046054254319204
25545,1.1300966721297625
25555,1.3655887156055928
25596,1.1819165824701972
25611,1.2825761094510932
26065,0.809102695214322
26176,0.7496689571081353
26554,1.3072261413676654
26639,2.2397250154668695
27003,1.1500849114695177
27136,1.3672966562069853
27205,1.1249272348341408
27376,1.2199201867264917
27431,1.6895419590673764
27790,0.6517295261126499
27933,1.1818082925866191
28059,2.610805430951194
28167,1.6876445620190892
28322,1.0342532372694357
28696,0.8256980239759493
28964,0.6563933391618724
29159,1.0645577559379065
29291,1.9550449923144133
29350,0.8145925062608317
29554,1.5181572527475382
30036,0.39401674438172335
30198,0.8262664569318932
30285,1.8438876822656458
30353,0.5136694939643199
30523,0.9780395238569627
30899,1.3427554132090729
31280,1.935662066194833
31411,1.1270061101884015
31450,0.8162239481438754
32047,1.045720182511012
32096,1.5814981310751624
32140,1.795807369639384
32230,1.490944503427536
32414,1.5681887993168164
32509,1.4064936280288511
32727,0.8490238416313591
32976,0.9831063469812227
33089,1.147141125395168
33395,2.890884205030245
33665,0.5482071863392879
33860,1.4553710494014596
33873,0.9896894849442929
33947,2.1774787090307717
34038,2.2245823925506842
34099,1.870971011756288
34202,2.0156177183832713
34240,1.9459567152682298
34256,1.560102956684143
34452,0.7121771076548438
34518,1.3270422336076564
34579,1.773441580723714
34831,1.9683730575288965
35042,1.1733455580550327
35483,1.1832619170110463
35692,0.9027686725457513
36124,1.5590081207138877
36227,1.7786471896693792
36291,1.4419717440002766
36776,0.8613429701463842
38056,1.9229981695237246
38410,0.7243047558661886
38508,1.0144340820517437
38530,1.8876545701970184
38808,1.673815882169034
39020,0.8749468931230969
39096,1.1136735369503352
39099,1.053696847930227
39495,1.348564096399023
39510,1.6270724933572676
39940,1.7986504813770985
40007,1.8581461959423344
40294,1.4353451423196217
40387,1.8689467900991321
40516,1.0838731361128628
40536,0.33609590544676715
40553,1.2038571405647445
40898,1.0564878671748155
41017,1.2380231318296295
41069,1.2272341957701092
41210,2.4627698387832404
41231,0.4618533575232171
41954,0.44488169281936035
42050,1.8439917187934483
42076,0.9740792984298223
42437,1.3111845639482789
42510,1.0859511824773478
42567,0.9003676606875278
43195,2.2013544382172996
43217,1.657822388495854
43330,1.900067552618601
43516,1.53357599153497
43521,1.7344600823154201
43696,0.9953100315530667
43991,0.5002867050281773
44076,1.7495440523020658
44224,2.003286830036961
44446,0.9285428868960299
44713,0.9315221686186552
44954,0.9451824105070207
45152,0.45134852002176806
45166,0.6992065189185519
45181,1.3367946213927755
45279,2.3835222630797808
45310,2.1031190062973106
45343,0.9399934623135058
45377,1.6368782209223531
46028,1.1591607594374644
46149,0.28987776823948264
46190,0.9144593582543549
46437,1.192532633825794
46476,1.1864662193180877
46712,1.515378040907845
46743,1.0615140158300873
46893,0.8511843642210717
46904,0.478616123758531
47284,1.4187517770558689
47316,1.9692537949662199
47349,1.6055973335296185
47494,1.1624517184352388
47563,1.7305699636420826
47589,1.4492580512714608
47594,0.9353525441775613
47616,1.960232389242553
47648,1.9129216450025568
47871,2.631448700730924
48082,1.3428885586276729
48242,1.3001125889457976
48631,1.129627437874946
48689,1.772171813940084
48751,0.8074933258116861
48768,1.2750182553232285
48785,1.4766966519333897
48981,1.524116019074551
49055,1.1848378434102111
49854,1.4413563449750835
49874,0.7364295636433399
50231,0.6900680062713498
50326,1.546435854943434
50373,1.9593632191311992
50621,2.1216335644232758
50803,1.6260781658194685
51094,1.9243279313104191
51534,0.6604832346581577
51790,1.183428372549486
52390,2.5021493124858174
52441,0.8356776179705894
52454,2.0503557515323076
53018,0.7962797116822793
53416,2.123369439692659
53583,1.213514948964156
53677,1.7798212958603985
53801,1.6482707514043926
53846,1.8684579770900005
54119,1.1622802572735638
54446,0.9258118478988842
54670,1.558155522207188
54671,1.603680142086823
54842,0.9698727352420712
54866,0.6928066618167439
55301,1.6001159546068044
55506,1.2736223913503792
55556,1.5340902001261676
55607,1.978802340625569
55802,1.6292090583555987
55874,1.1033795503157027
55948,1.171178005681183
56063,0.7738181273856872
56258,0.7804029105674205
56833,1.3616688102776404
56889,1.0844226896890623
56941,1.5089880419950026
57260,2.005239525377623
57418,0.6097606648451812
57442,1.3373044683216575
57599,1.1176126800293698
58033,1.5691049418579195
58489,1.1851583198302662
58636,0.7222092988642165
58766,2.0761772689646003
58805,1.1678595760331167
58970,1.2993961248127066
59077,0.7760115848860767
59181,1.3016946878751368
59271,1.6360264887797764
59312,1.4292851362209666
59489,1.3205235770728372
59589,1.2810842952830725
59658,1.1567665220522174
59758,1.4571825438047639
60015,1.0147543002328852
60512,2.1897471917844196
61464,1.858568828343631
61975,1.670219948285245
62672,0.7388648452356894
62919,0.9655986137784505
63504,1.425258863490221
63535,1.7330868323602364
63820,0.8411694293241664
63996,1.077235752616208
64239,1.0533169772242532
64496,1.8588485659378828
64594,1.7853382716409238
64778,1.3531965832262098
64920,1.298245498207232
65038,1.900282764806936
65306,1.3877728442648394
65531,1.5088165041087471
66269,2.1677141086578584
66570,1.0366175777104696
66584,0.9582838357660429
66627,1.9897721436413698
66653,0.7180525402369676
66675,0.7781213181783491
66855,2.0940828966306033
66915,1.2799482008314715
66991,1.0698784704413868
67056,0.8411256453978817
67283,2.140049032112087
67319,2.0215187760085636
67565,1.2379449170432124
67853,0.89256005091509
68103,2.1613994287122384
68422,1.1614658741388224
68441,0.73213465737643
68648,1.5518599253280505
68672,0.5545491295799182
68787,0.6632200287235626
68919,0.5205334434678761
69208,2.6928627445029893
69277,1.1455262695654331
69444,1.359182361906635
69604,1.5220087334250014
69639,0.5863079457741831
69655,2.381751487724636
69662,0.43642710807846125
69994,1.185220142417994
