image_name,ori_qualityscore,res_qualityscore
00136,20.953436833398513,11.873689805762268
00417,11.978012734535781,1.7822042871409565
00718,7.4553408042879425,14.688397817306253
00720,26.20407700012683,16.206963842502404
00746,22.296394460119217,10.882255422335305
00802,25.236931563320894,25.63539152879943
00833,11.326907525282621,17.158832777125866
00836,7.937918647878604,8.5491934072937
00875,19.23886219454286,15.35464949532306
01007,19.622751308618916,-0.9006654314626132
01204,16.89236030843935,16.47013594706786
01282,20.502495118143855,34.350802047096835
01283,27.761338475922884,8.985148466751156
01604,15.18753908721439,4.991801481755118
01705,16.84326931176733,15.771417183325042
01892,4.087130251929665,0.43015587187719007
02322,30.785678513989723,37.27392983788977
02432,20.791237290900966,19.33035563110613
02469,11.175739351519127,8.327130213869594
02555,17.426501836465576,-5.013361518184553
02598,11.5946210268431,9.990472628099468
03010,7.6245854293538,4.343579858430047
03038,24.862507305592516,14.046301028310126
03235,9.892388310242467,17.291184837677946
03319,16.4959009003845,16.754412210373488
03633,8.56263888872249,8.818256081146131
03786,16.08252374705077,3.9495367870419784
04069,5.141950844573415,-0.6835963668216039
04107,21.844812154787036,-4.168759745696917
04219,10.19029760699911,-4.361664087628725
04535,11.29139707923079,-11.28654672264102
04577,27.48937205986769,29.53287804944975
04807,14.162164754854729,15.33643902308981
04919,-2.5897267905568526,1.6204683651228322
04975,18.70577423926099,5.781491752880328
05145,17.200686473819673,9.976646350140157
05622,15.496175907566538,6.192349230269741
05639,10.73022241789667,-9.313565934025775
05676,19.02705820275648,10.089073734696257
05949,7.726315482208946,11.256374451236837
06000,8.312407417667231,14.934183249756614
06025,19.829410820980428,11.438750505703155
06104,23.062263295752217,26.561858437483437
06157,13.670346268418797,4.91678382881625
06204,27.049873124964478,23.958818163971813
06471,17.42601055186023,8.98758715618223
06784,25.339299421063828,17.035278269248437
06869,7.262383931027188,14.459320175962006
07800,28.787520764700133,7.9763293104155935
07838,22.040472830889115,10.383841781264067
07935,16.015338319420806,7.78449679655543
08321,13.322928231219834,4.698672874221046
08552,11.48325165511605,22.687274196505285
09037,2.662345437202447,6.62071765980167
09132,9.89662510064565,9.231988107102865
09577,16.36439307077896,13.758319467029509
09620,8.97158592477669,10.483587827905893
09717,26.85962520518214,16.759533360189465
09769,22.517328420175062,14.677942637584891
10243,7.860256592496484,12.22942577882722
10409,27.75470009625164,20.000340196622886
10430,24.104058257514538,14.273972139493793
10656,12.979011089080899,2.0380804984160648
10765,11.114667787459524,15.72370471528879
10823,13.79572719927043,20.18603669691842
10856,15.324255845195097,3.270683591316782
11093,12.775521852208016,9.141336881914157
11218,26.792805964391817,31.508546027642836
11272,18.7755352336454,8.13582313567187
11412,14.415255083858682,16.6179107493285
11485,17.03025738476319,12.136471806821731
11525,12.815016775084331,3.602489229691372
11710,6.132362482218781,13.930648168390434
11952,21.656978768245807,22.49513793597268
12329,19.364254524527922,12.5467709877515
12469,5.899586959877951,25.596494163021788
12631,1.4620401872431046,-3.212519382726015
12677,14.093694687751821,7.560767862623351
12839,1.3591480502641105,7.300883353492935
12999,14.020706485902082,5.327680983913723
13410,18.768425517093732,-2.941117172416199
13480,46.94150008629296,33.76597182042994
13636,41.0874766411184,22.321792940375047
13743,49.975494740554126,39.06315744507285
14237,20.435550246318797,9.60671675219632
14818,25.130246979142925,2.140066100989287
14822,17.814957233467993,22.443973364154857
14839,16.55063534906955,16.29699937906409
15039,6.690918897326895,8.278380527588496
15040,13.506511798348555,22.03979936373625
15191,10.482251161783637,9.418098786569857
15197,16.062627903428933,15.240510911897303
15223,20.576810248267833,19.157065698813625
15278,21.478586276225627,15.209551949057044
15361,16.99502774280799,12.026086412252852
15469,15.483920212721927,14.655123108614333
16279,21.180110655194966,0.3800547336366833
16316,16.768491275317132,20.103209081070844
16478,16.596396133849993,10.296116670965233
16788,21.980475492321915,25.71800804613676
16974,10.335846175205091,24.5893352216427
17027,21.50712438513844,15.019601229651101
17057,33.44026667638033,22.284687705354912
17278,22.28472137443461,29.322956418389907
17668,7.6566504337004915,10.934780616370489
17695,23.826076521861836,15.297706588693558
17777,35.44344129452085,22.163723995564823
18019,15.59166727159274,29.423188151976404
18078,18.212464395454248,19.22454254274666
18099,17.395736848809264,6.478439029402892
18325,11.183136945693803,8.06136198006456
18419,4.578998599011555,7.560002133516349
18893,12.054936947544746,14.041798118279615
18917,11.700134730397593,11.855165090038867
19010,16.559399094479744,4.586024449486985
19049,29.303746170529365,31.47183541779802
19110,14.2820000769361,4.299669557243391
19139,20.629382490179722,22.81533164611355
19236,22.230244041562145,10.55298743695991
19671,-5.041934082681138,2.205636978298088
19689,27.377386582071352,18.329560087308295
19745,36.92249023714882,17.31019936435834
19944,30.93651132418958,19.821966424163264
19969,15.705208224714937,12.778042856544033
20404,20.448362837959706,4.322701328830334
20429,20.491563283439035,20.842316459248508
20676,22.983499133758272,23.027466742555674
20694,23.532245874283802,-4.173295794747247
20861,15.233011029284256,4.0763140137616745
20948,21.647773949724154,0.03679120782121004
21451,7.107632069826963,8.765608050643294
21502,22.74852976360907,27.54388129805224
21540,3.7827599731116095,9.286466747615663
21729,31.048091288357995,33.20972476643223
22001,21.949807332850213,17.891604833777563
22082,12.973933865834255,-3.283497347352096
22135,22.83054727880321,12.209978539516072
22197,10.18503021551416,5.059013063140441
22198,-3.4599427784137617,11.086333255726998
22264,18.58787340075466,9.081044343462366
22287,19.780189711353813,14.841377854333444
22447,10.456982532801106,9.555471387180631
22662,12.14160767152461,-0.5607368737676381
22677,16.18375021361132,2.4287826207829255
22785,33.6233092530899,25.52943419319317
22807,18.541348967318612,10.747041142874053
22808,25.691809817407346,23.463740871270687
23107,21.33820439489395,13.748174720104743
23222,12.402516445505029,-4.143407583357799
23722,10.90896897544414,10.452541479930773
23841,10.695033958147263,14.829737059379312
23909,12.926327296989456,12.263677114912838
24021,12.982740406592683,8.401691421613776
24347,23.70409198461138,29.02769569191682
24576,12.630195421327102,18.241708261616935
24666,7.425920427897012,-3.1086996031329193
24888,9.990833228222272,4.168120198088303
25015,8.661974674913353,13.340743051345584
25030,15.234556877042195,3.9247502989436214
25524,11.325612355966626,2.646503354633154
25545,27.379218620821433,14.080099684030614
25555,8.615850127545713,9.986120733424826
25596,21.41423001594407,30.381711964651203
25611,28.01576461878048,22.17609711377426
26065,8.70797702105719,15.727837620387476
26176,17.436572537731053,3.2069980282768427
26554,20.461939288762295,11.761354912221435
26639,15.58660831739607,12.110543418630272
27003,16.325765760573262,14.846251834137973
27136,11.687373862833027,5.340379788692957
27205,23.599375027557215,34.654917142308335
27376,19.07036100063553,12.724863002517367
27431,29.932193019167784,12.67940704237705
27790,21.620843505921215,28.093948843641073
27933,23.533095057609756,26.612163413554953
28059,8.859976369940426,23.342190226363158
28167,16.295526640034808,9.59416285748327
28322,20.600760049785634,9.475206262334694
28696,10.527699751572385,-1.551178131748344
28964,1.0269770547697306,6.417954547793187
29159,21.39619628290538,10.388665399993869
29291,14.134191174023698,16.181959053349004
29350,13.737420156639104,23.62832702955572
29554,11.856572995224013,20.000679666065906
30036,24.856459530940555,20.95070594323269
30198,18.549708967775786,10.007765938115512
30285,3.980396623775931,8.462879473858123
30353,15.250687605953061,9.611235942775096
30523,26.839777518980753,8.944154567760364
30899,12.726471885481459,11.199846189182466
31280,11.041562073929725,31.085845985198915
31411,18.99831547297603,16.343935207054272
31450,23.144852279796368,14.333427352957159
32047,0.5925865450636536,2.205113373487819
32096,22.464802554247484,-5.478392103145126
32140,32.8811804661909,14.993451170857355
32230,27.757478308489198,30.50641323808688
32414,26.749777830322813,27.339753199561954
32509,19.025924527061846,21.20907968571325
32727,15.393423534937455,15.72122962590933
32976,19.759962730755177,22.805263023863603
33089,7.733084767057193,27.286527224257014
33395,18.325377948777685,11.380591647989803
33665,32.99797497358972,20.267506465436185
33860,8.135425917839456,1.1199484702907228
33873,25.710443423300575,19.55379590463494
33947,16.066886217893256,2.665534189920635
34038,26.295538411089495,11.127445511844911
34099,28.93608400356888,27.684256361719434
34202,18.340475671786834,7.357577614975497
34240,16.650274029513156,-4.513143521214971
34256,24.34927446509502,9.399801566162836
34452,17.078350971224808,18.89075471194846
34518,21.254418190673817,17.11415175444401
34579,21.33999100639832,11.99852174020063
34831,25.198289482519925,22.454472163023155
35042,6.9261579364575425,-7.287584491800004
35483,9.121718513501122,3.080293032090907
35692,22.975167660639357,21.36532088075839
